Code,Client,Nombre d'impayée,Total d'impayées,Chiffre d'affaire,Encaissement,score,Score_scaled,Classement
1047513.0,STE BINMA,21.0,2350566.62,0.0,0.0,-98723798.04,-1.7934985050546417,3
1047834.0,STE SIVAMINE,3.0,77184.0,0.0,0.0,-463104.0,-0.0442741295022385,3
1047887.0,STE E.N.B.C,1.0,90000.0,515052.0,-546686.15,786835.7,-0.0220228619677286,2
1047889.0,COMPTOIR COMMERCIAL EL MASSAR,1.0,200000.0,4888865.18,-5015858.3,9123744.12,0.1263897211865849,2
1047904.0,STE GECICOM,1.0,90990.0,1859303.4,-2187167.4,2880898.8,0.0152553829526023,2
1048767.0,DORAFER SARL,3.0,35712.0,202368.0,-238080.0,119040.0,-0.0339108760688051,2
1049048.0,STE NOUVELLE TRAVAUX MAROC,1.0,551676.0,869538.0,-637878.55,1099042.9,-0.0164649891092217,2
1049140.0,STE SOBATICO,1.0,103416.0,0.0,0.0,-206832.0,-0.0397120079586121,3
1049466.0,STE DAR AL ACHGHAL ALKOUBRA,3.0,223293.82,139350.46,-615345.45,-2013051.98,-0.0718661062732404,3
1049766.0,ENTREPRISE HOUAR,11.0,2113267.3800000004,2551156.99,-4752258.46,-45791771.32000001,-0.8512092988709001,3
1050497.0,STE IGOUDAR TRAVAUX,2.0,195450.0,534816.0,-810005.0,-262546.0,-0.0407038214992314,3
1065059.0,STE ZAMANE EL KHEIR,14.0,1272444.7,0.0,0.0,-35628451.6,-0.6702831740918568,3
1065265.0,STE BOURANIME,1.0,152832.0,0.0,0.0,-305664.0,-0.0414714026501885,3
1067623.0,STE ADDICH TRAVAUX,1.0,22932.0,271104.0,-198888.0,640776.0,-0.0246229981668671,2
1068676.0,STE SOPEFI,6.0,1002557.83,876808.05,-2428035.04,-13379531.84,-0.2742107348105035,3
1081387.0,STE SOTRIS,2.0,60264.0,402755.5,-1007568.51,-645171.02,-0.047515263431524,3
1086292.0,STE SAHI BAT,1.0,50000.0,0.0,0.0,-100000.0,-0.037810198284716,3
1087208.0,STE NORMAR TRAVAUX ET TERASSEMENT,1.0,124443.0,13710381.0,-12871548.0,28849542.0,0.4775458657266355,2
1090079.0,STE ESPACE VERT,5.0,1024969.99,0.0,0.0,-10249699.9,-0.2184938647606971,3
1094125.0,STE INSMAN BATIMENT,2.0,887559.0,2815542.0,-3515526.0,680880.0,-0.0239090718604989,2
1095019.0,STE FITRAP,1.0,13360.79,0.0,0.0,-26721.58,-0.0365057051736274,3
1096225.0,STE ELECTRICITE AMPERE,1.0,19650.0,0.0,0.0,-39300.0,-0.036729624606366,3
1096721.0,PRECOBEL,2.0,20000.0,22479208.8,-23133600.8,43569633.6,0.7395910638462658,2
1097747.0,STE CEGETRA,1.0,191802.0,42480.0,-547298.0,-1308280.0,-0.0593198451393583,3
1099154.0,SOKATRAM,1.0,42000.0,3713556.3,-3832535.27,7105154.659999999,0.0904550484045285,2
1100401.0,STE SODECOLAB,2.0,374000.0,0.0,0.0,-1496000.0,-0.062661612699488,3
1101232.0,STE FOX FER,2.0,82027.01,0.0,0.0,-328108.04,-0.0418709485951611,3
1101694.0,STE FIDEL CONSTRUCTION EL BAHI,1.0,121728.0,2116314.0,-2306952.0,3607896.0,0.0281972946256531,2
1106824.0,STE AGHRISS BATIMENT,2.0,330414.0,0.0,0.0,-1321656.0,-0.0595579629897967,3
1109366.0,STE TAESSIS,9.0,2237808.0,1359288.0,-1344468.0,-37532328.0,-0.7041757395724472,3
1110015.0,HAY 2010,1.0,20592.0,0.0,0.0,-41184.0,-0.0367631633347022,3
1110664.0,STE SCOTIM,2.0,136391.99,1500380.41,-2487211.94,481529.7999999998,-0.0274578787615502,2
1112562.0,STE MOHAMED CHAOUI BUILDING,1.0,52602.0,9756228.0,-8377692.0,22164324.0,0.358536465317543,2
1119636.0,STE MIZOU BUILDING,3.0,209436.0,0.0,0.0,-1256616.0,-0.0584001291835383,3
1127679.0,STE BAZZA TRAVAUX,3.0,220320.0,0.0,0.0,-1321920.0,-0.0595626626842133,3
1130102.0,STE AMADAL CONSTRUCTION,2.0,100000.0,323622.0,-446284.0,1920.0,-0.0359958314099642,3
1141634.0,U.V.G.M,3.0,200000.0,0.0,0.0,-1200000.0,-0.0573922583536624,3
1143166.0,STE EXPRESS ASSABIL,1.0,24768.0,0.0,0.0,-49536.0,-0.0369118445762439,3
1143174.0,STE PETIT ATLAS DES TRAVAUX,4.0,405499.69,146346.05,-551845.74,-3762304.8,-0.1030060824523439,3
1143337.0,JADICO,1.0,38880.0,15792480.0,-16190158.58,30711842.84,0.5106983083769349,2
1144144.0,CIMASTAR,1.0,38000.0,6142143.6,-6398926.58,11694721.239999998,0.1721579288227002,2
1144754.0,STE HIG TRAVAUX,1.0,58861.2,61110.0,-217173.24,-307628.88,-0.0415063811939961,3
1147543.0,CIMAROM,3.0,129439.8,2775416.4,-2943112.75,4438801.3,0.0429889650767494,2
1149523.0,STE KNAB,3.0,193113.0,15168.0,-61401.0,-1220808.0,-0.0577626797226757,3
1154021.0,SOTATRA,1.0,5000.0,0.0,0.0,-10000.0,-0.0362080297336204,3
1154420.0,STE TIZAL CONSTRUCTION,1.0,102492.0,107388.0,-308664.0,-392760.0,-0.0430218745627021,3
1156637.0,STE EURO CARPET,1.0,122978.0,0.0,0.0,-245956.0,-0.0404084884296461,3
1157569.0,MOHAYABEL S.A.R.L,2.0,140000.0,22339994.4,-23240000.0,42319977.6,0.7173448467030663,2
1159172.0,SOTRALUX S.A.R.L,3.0,13500.0,853000.2,-907500.0,1516000.7999999998,-0.0090423576146565,2
1161165.0,SUDAK MAROC,1.0,38478.0,2821766.65,-2938562.8,5332985.0,0.0589071095549973,2
1162444.0,DOUNIA SOUSS S.A.R.L,4.0,157341.84000000003,2202641.02,-2494573.04,2562683.28,0.0095905507457741,2
1162666.0,STE G3C,1.0,109176.0,11449220.4,-9717770.4,26142988.8,0.429364149961,2
1164115.0,B.N.M.C SARL,1.0,38588.4,2915902.8,-2909725.5,5766983.399999999,0.0666330938628397,2
1165424.0,STE BESACOTRAV,13.0,1397244.0,0.0,0.0,-36328344.0,-0.6827425695633105,3
1166632.0,STE HDP,1.0,191004.0,226992.0,-208416.0,109128.0,-0.0340873282318991,2
1168167.0,STE SIRACOS,2.0,118058.0,241791.0,-362636.0,-230340.0,-0.0401304943841583,3
1169342.0,STE AIT AAMER CONSTRUCTION,3.0,144432.0,233895.0,-552119.0,-1035250.0,-0.0544593998115179,3
1171237.0,MAGHREB AMAN S.A.R.L,1.0,38236.8,4495445.4,-4958831.98,7987644.040000001,0.1061650120857715,2
1173080.0,STE SORIFATRA TRAVAUX,2.0,253992.46,115557.94,-250642.56,-1055023.2,-0.0548113998025682,3
1173688.0, STE ZETCOM TECHNOLOGIES MAROC,1.0,3231067.2,0.0,0.0,-6462134.4,-0.151068105546089,3
1175886.0,FANDI PREFA,1.0,10592.51,0.0,0.0,-21185.02,-0.0364071440368134,3
1179553.0,STE MOROCCAN CONTRACTORS ASSOCIATES,20.0,15084222.01,28224000.0,-35356444.0,-561185768.4,-10.026187671593576,3
1180311.0,STE TOUNA BATIMENT,1.0,17604.62,0.0,0.0,-35209.24,-0.0366568014172317,3
1180715.0,RAHIB BOIS S.A.R.L,1.0,41209.92,1025771.52,-940738.56,2139189.12,0.0020515615821668,2
1181889.0,NADOURA TRANSPORT,1.0,14385.6,0.0,0.0,-28771.2,-0.0365421922481351,3
1183651.0,STE TAMRSALTE HOUSE,2.0,60000.0,0.0,0.0,-240000.0,-0.0403024604753092,3
1183834.0,STE DUROPAVITALIA,1.0,12312.0,0.0,0.0,-24624.0,-0.0364683643213006,3
1184143.0,STE MARJANA AVICOLE,2.0,134400.0,0.0,0.0,-537600.0,-0.0456002978175987,3
1184714.0,ANIR DE CONSTRUCTION,1.0,11433.6,0.0,0.0,-22867.2,-0.0364370899911832,3
1187373.0,STE UNI SUD PROMO,1.0,25000.0,82476.0,-105316.0,69272.0,-0.0347968396738154,2
1189025.0,RACH KAM NEGOCE,1.0,355856.94,80858569.13,-83349365.8,156023831.04,2.7414863813692096,1
1189976.0,AMJAD ARGANA,5.0,93720.0,0.0,0.0,-937200.0,-0.0527139261844632,3
1190594.0,SMARINEX,1.0,6700.0,0.0,0.0,-13400.0,-0.0362685561011062,3
1190954.0,STEMACOS,1.0,38000.0,11407411.92,-12948637.01,19656373.66,0.313890252401348,2
1193143.0,STE PREFA BLOC,3.0,150000.0,821730.0,-1985514.0,-1584108.0,-0.064230100107265,3
1193429.0,STE TIMESLI TRAVAUX,2.0,19680.0,100775.88,-121752.0,80879.52000000002,-0.0345902040793686,2
1193703.0,STE LC BUILDING (B),1.0,9056374.2,0.0,0.0,-18112748.4,-0.3584708538989143,3
1193708.0,STE HOUAR (B),3.0,660216.55,0.0,0.0,-3961299.3,-0.1065485572272439,3
1193711.0,STE SOGEDRA,3.0,147888.0,49392.0,-147888.0,-985536.0,-0.0535743975076383,3
1193857.0,STE E/se OULAD ZERRAD DE TRAVAUX DI,23.0,2291756.0,0.0,0.0,-105420776.0,-1.912717254775669,3
1195912.0,MOURTIB FRERES S.A.R.L,2.0,40000.0,640554.0,-764600.0,873016.0,-0.0204886912301288,2
1196293.0,STE GMCG,1.0,252693.0,671664.0,-1377537.0,-573804.0,-0.0462447968200861,3
1196838.0,STE JET PRO,1.0,21804.0,35136.0,-80400.0,-63864.0,-0.0371669098095783,3
1198055.0,STE SAYTRAC,6.0,309629.71,142359.36,-176683.85,-3499486.78,-0.0983274294933971,3
1198827.0,SONOREC,7.0,73000.0,16461625.47,-17563188.66,29698124.56,0.4926522245115267,2
1201213.0,3C TRAVAUX,1.0,94382.5,5692688.3,-6093840.46,10394307.28,0.1490081249325034,2
1202688.0,TRANSZED S/A/R/L,1.0,37658.0,0.0,0.0,-75316.0,-0.0373707768567688,3
1205677.0,STE GMK IMMO,14.0,2162780.0,0.0,0.0,-60557840.0,-1.1140729751199436,3
1207553.0,STE UNITECH ENERGY,1.0,9042.0,460903.2,-236854.8,1351819.2000000002,-0.0119650975723072,2
1207909.0,STE G.I.D.N.A,1.0,295991.4,9841204.8,-6172536.6,26427763.200000003,0.4344336676036347,2
1209120.0,S.S.M.T.,1.0,172000.0,6782896.08,-6855972.03,13075640.26,0.1967408735499644,2
1210276.0,STE ELFJ,2.0,439536.0,0.0,0.0,-1758144.0,-0.067328266840137,3
1210818.0,STE MOBILE TECHNOLOGY,2.0,83000.0,431082.0,-592155.6,208016.80000000005,-0.0323269223939481,2
1211854.0,STE HAMSAOUI TRAVAUX DE CONSTRUCTIO,1.0,301770.0,793656.0,-1028562.0,513960.0,-0.0268805604665975,2
1211974.0,KALAA BEL,1.0,100000.0,38090424.0,-38623572.11,74914551.78,1.2975893098980569,1
1212216.0,STE DAOUDI ISSAM,1.0,26286.0,0.0,0.0,-52572.0,-0.0369658910620342,3
1212357.0,Ste MAZAGAN PREFA,1.0,100000.0,0.0,0.0,-200000.0,-0.0395903855637111,3
1212358.0,STE ESSAFAF TRAVAUX-ES TRAV,2.0,80000.0,838128.0,-661226.4,1710059.2,-0.005587754664035,2
1213553.0,STE NOVALIS CONSULTING,3.0,203426.95,103811.95,-261014.95,-1327343.8000000005,-0.0596592164818514,3
1213683.0,STE URBAM (B),1.0,196764.0,194940.0,-267900.0,-149568.0,-0.0386926015151683,3
1213883.0,STE PLAFER,3.0,124344.0,0.0,0.0,-746064.0,-0.0493113474268831,3
1214626.0,STE SONARIUM,2.0,89220.0,85272.0,-173043.0,-361878.0,-0.0424721171272029,3
1214747.0,STE A2L DE TRAVAUX PUBLICS,1.0,77010.0,90489.02,-748902.02,-1289867.96,-0.0589920763454748,3
1215547.0,STE SCOREP,1.0,15000.0,0.0,0.0,-30000.0,-0.0365640671894194,3
1216148.0,RAYALINE NEGOCE,7.0,39236.4,4887170.1,-4914375.14,9170620.52,0.1272242088962358,2
1216384.0,SAFI PREFA,3.0,120520.05,0.0,0.0,-723120.2999999999,-0.0489029065981523,3
1217118.0,IGOUDAR TRAVAUX,12.0,1095415.16,0.0,0.0,-26289963.84,-0.5040406029378197,3
1217414.0,SIKA MAROC,1.0,461484.14,0.0,0.0,-922968.28,-0.052460574915441,3
1218762.0,STE BAREA,1.0,180432.0,0.0,0.0,-360864.0,-0.0424540660281939,3
1219680.0,STE MAACH-TRAV,6.0,248472.34,488262.8,-890290.79,-2809198.46,-0.0860390046323679,3
1219980.0,FLOTRAV,1.0,260000.0,48746721.6,-45425819.94,103615246.52,1.8085154266427603,1
1221324.0,STE BATIM (B),3.0,200000.0,0.0,0.0,-1200000.0,-0.0573922583536624,3
1221325.0,STE CLARIDGE GROUP AFRICA (B),3.0,182556.0,86472.0,-68160.0,-885768.0,-0.0517983402631304,3
1221449.0,STE ENACODE (B),2.0,199000.0,0.0,0.0,-796000.0,-0.0502003017465221,3
1221484.0,STE FORTRAV,5.0,303743.72,0.0,0.0,-3037437.2,-0.0901020816475867,3
1222055.0,MENTAGA MATERIAUX,1.0,41067.0,0.0,0.0,-82134.0,-0.0374921500254507,3
1222770.0,STE IND AOUZAL TRAVAUX,3.0,46952.0,0.0,0.0,-281712.0,-0.0410450121931236,3
1222855.0,STE A B E L CONSTRUCTIONS,11.0,57576.0,804822.0,-922685.0,107246.0,-0.0341208313564898,2
1223450.0,STE UPBTP,1.0,39540.0,27264.0,-77520.0,-125064.0,-0.0382563844243233,3
1223614.0,STE BATRAF,2.0,168894.0,1104036.0,-904260.0,1932048.0,-0.0016359382856411,2
1223696.0,STE LOTF TRAVAUX,2.0,153380.0,153384.0,-236048.0,-472080.0,-0.0444339191124011,3
1223747.0,STE SOVOSUD,3.0,1485140.69,1882333.62,-4980575.76,-11342661.18,-0.2379506224315994,3
1223863.0,STE SCD2IF,2.0,179952.0,0.0,0.0,-719808.0,-0.0488439414549101,3
1224407.0,STE NOURLAY MED,3.0,301832.0,0.0,0.0,-1810992.0,-0.0682690602133403,3
1224633.0,STE MEKA BETON,3.0,1532509.9,0.0,0.0,-9195059.4,-0.1997192887405665,3
1224848.0,NOUVELLE DE BETON SAFI,4.0,450000.0,4746867.72,-5295009.92,4797451.039999999,0.0493736021243784,2
1225776.0,STE BE-ARTPONT,3.0,137724.0,0.0,0.0,-826344.0,-0.0507404817744604,3
1225972.0,STE BOUKNIMAR,1.0,52548.0,116868.0,-192168.0,-21960.0,-0.0364209401321882,3
1226346.0,STE ENTREPRISE GENERAL DE PEINTURE,4.0,415000.0,0.0,0.0,-3320000.0,-0.0951322286683591,3
1226875.0,R TRAV,1.0,240000.0,39403322.35,-41849830.95,73433627.5,1.2712260842539465,1
1227032.0,STE WORLD SCHOOL,1.0,28640.0,0.0,0.0,-57280.0,-0.0370497022791293,3
1228120.0,STE NEW BUILDING AFRICA,1.0,22397.71,0.0,0.0,-44795.42,-0.0368274533741333,3
1228173.0,STE SOGEB,6.0,120012.0,0.0,0.0,-1440144.0,-0.0616672712929325,3
1228301.0,STE G TRAV,4.0,386458.0,172200.0,-179940.0,-2762744.0,-0.085212028244922,3
1228361.0,STE SECTRA,1.0,78720.0,217104.0,-356208.0,-1440.0,-0.0360556457025384,3
1228502.0,STE ESOUFI NORD TRAVAUX,4.0,291664.0,0.0,0.0,-2333312.0,-0.0775673344089877,3
1228729.0,STE STROA,4.0,395688.0,0.0,0.0,-3165504.0,-0.0923819105298028,3
1228856.0,STE AB. SEVEN,1.0,35560.0,0.0,0.0,-71120.0,-0.0372960801985422,3
1228972.0,STE SANDONA,1.0,23166.0,264498.0,-349866.0,311928.0,-0.030477108430097,2
1229341.0,STE MEDIUM TRAVAUX,1.0,100000.0,0.0,0.0,-200000.0,-0.0395903855637111,3
1229782.0,STE TIZGZAOUINE SERVICE,1.0,167232.0,0.0,0.0,-334464.0,-0.0419840965865391,3
1229904.0,STE CHOUBETRAVAUX,2.0,1000000.0,0.0,0.0,-4000000.0,-0.107237502165526,3
1231164.0,IMA,2.0,135180.6,578370.24,-600931.32,570895.92,-0.0258669944615787,2
1231170.0,STE IMA (B),1.0,42132.0,0.0,0.0,-84264.0,-0.0375300680144933,3
1231306.0,STE GHRISS DE TRAVAUX,3.0,143614.86,0.0,0.0,-861689.1599999999,-0.0513696918165208,3
1231587.0,CIM - DIST,1.0,400000.0,36265358.22,-38532841.83,67195749.22,1.1601801686341866,1
1234500.0,STE ALPHA BATIMENT ET GENIE CIVIL,1.0,527544.0,0.0,0.0,-1055088.0,-0.054812553363925,3
1234818.0,STE MECAT,1.0,29389.68,914603.19,-619847.13,2359939.14,0.005981325356586,2
1235111.0,STE BLOC 7,1.0,32721.0,39114.0,-71835.0,-52656.0,-0.0369673864193485,3
1235403.0,STE EL HACHEMY BTP,2.0,81600.0,0.0,0.0,-326400.0,-0.041840542284361,3
1235797.0,STE ETIJTRAD,1.0,112547.5,208318.46,-379830.26,-151481.68000000005,-0.038726668603089,3
1236021.0,STE SOMADEB,1.0,70000.0,0.0,0.0,-140000.0,-0.0385222731963141,3
1236126.0,RTM COMMERCE,5.0,41048.0,2760024.96,-3229662.96,4170293.92,0.0382090308548263,2
1236140.0,INTERMACO,6.0,1695469.52,0.0,0.0,-20345634.24,-0.3982204035770779,3
1236149.0,BOUSANIKT,4.0,847079.2,1360605.6,-1906092.0,-5146395.199999999,-0.1276454836829367,3
1236195.0,STE LA TOTALE COMPAGNIE,1.0,182173.0,412512.0,-1316498.9,-1347295.7999999998,-0.0600143994477565,3
1236763.0,STE AFICELL,2.0,93264.0,0.0,0.0,-373056.0,-0.0426711064612489,3
1236887.0,STE WIDAS SERVICES,4.0,489873.31000000006,0.0,0.0,-3918986.48,-0.1057953097882198,3
1237109.0,STE CHEKKORIBAT,1.0,120726.0,2391116.07,-1687428.2,5948155.879999999,0.0698583033048397,2
1237368.0,STE STRACONIS TRAVAUX,1.0,62952.0,0.0,0.0,-125904.0,-0.0382713379974669,3
1237429.0,CONARBI,2.0,41092.8,3496498.14,-3746504.0,6328613.36,0.0766311589657851,2
1237652.0,STE CTMBTP,2.0,336914.0,0.0,0.0,-1347656.0,-0.0600208116823354,3
1237680.0,STE CLASS TRAVAUX,1.0,83790.0,0.0,0.0,-167580.0,-0.0390132488478609,3
1238049.0,STE AL MUGHRABI CONSTRUCTION,9.0,2165335.0,1443240.0,-2336384.0,-37875838.0,-0.7102908608945233,3
1238225.0,AZ BUILDING,1.0,385000.0,18062448.98,-18659000.0,34161795.92,0.5721139342383955,2
1238456.0,STE GRANUCOM,7.0,962752.05,0.0,0.0,-13478528.7,-0.2759730643188282,3
1238651.0,STE PRO LOCAM,1.0,50000.0,0.0,0.0,-100000.0,-0.037810198284716,3
1238695.0,SANIVIA,1.0,37021.92,1679794.73,-1640428.79,3364277.5,0.0238604290793743,2
1238903.0,GMCG,1.0,44251.0,0.0,0.0,-88502.0,-0.0376055123513771,3
1239104.0,STE UNIDOS TRAVAUX,3.0,37520.0,8219258.4,-8629299.54,15393314.520000003,0.2379998158950289,2
1239243.0,STE PILOT SERVICE AU MAROC ( servicecite),2.0,333211.98,0.0,0.0,-1332847.92,-0.059757200125912,3
1239551.0,STE MAED CONSTRUCTION,2.0,74560.0,0.0,0.0,-298240.0,-0.0413392415465959,3
1239700.0,STE LES NOUVEAUX BATISSEURS DU MARO,1.0,13728.0,0.0,0.0,-27456.0,-0.0365187792250418,3
1239792.0,STE OKANTRANS,2.0,42730.42,81464.0,-173937.5,-192940.68,-0.0394647164470876,3
1239935.0,STE SAVONA TRANS,1.0,10000.0,0.0,0.0,-20000.0,-0.0363860484615199,3
1239954.0,STE FM-NEGOCE,1.0,31032.0,0.0,0.0,-62064.0,-0.0371348664385564,3
1240117.0,STE OBADECO,1.0,50000.0,0.0,0.0,-100000.0,-0.037810198284716,3
1240542.0,STE AGADIR QUARRY,3.0,838450.35,3996447.6,-5559837.47,-164586.63999999873,-0.0389599614339264,3
1240576.0,STE KARIMDDEN TRANS,1.0,100000.0,0.0,0.0,-200000.0,-0.0395903855637111,3
1240582.0,STE PLANCHE DOUKKALA,8.0,761896.4500000001,0.0,0.0,-12190343.2,-0.2530409499179684,3
1240583.0,STE MAZAGAN GROS ŒUVRE (G),5.0,130548.0,0.0,0.0,-1305480.0,-0.0592699998955465,3
1240590.0,STE COTE TRAVAUX,5.0,87042.0,0.0,0.0,-870420.0,-0.0515251171195503,3
1240704.0,STE IMPRESOL,1.0,300000.0,9922797.0,-12833379.5,13424429.0,0.2029499663300118,2
1240751.0,STE SOBASOUSS,3.0,46288.0,0.0,0.0,-277728.0,-0.0409740895319285,3
1240753.0,STE FAROUK BETON,2.0,32832.0,0.0,0.0,-131328.0,-0.0383678953554796,3
1240906.0,STE EURO BAT,1.0,40000.0,0.0,0.0,-80000.0,-0.037454160828917,3
1241332.0,STE IMMO NESRINE,1.0,40000.0,0.0,0.0,-80000.0,-0.037454160828917,3
1241349.0,STE DE CONSTRUCTION NO PROBLEMS,2.0,23544.0,0.0,0.0,-94176.0,-0.0377065201775873,3
1241375.0,STE MEHDI BA,1.0,12780.0,0.0,0.0,-25560.0,-0.036485026874232,3
1241714.0,GOUMGHAR ADRAR,3.0,40732.2,10187007.45,-10416378.38,19670879.84,0.314148489572376,2
1241867.0,STE CRA TRAVAUX,4.0,520224.0,0.0,0.0,-4161792.0,-0.1101177027679578,3
1241976.0,STE AL BARAKA BINAYATE,1.0,112980.0,0.0,0.0,-225960.0,-0.0400525221813383,3
1242145.0,STE ENIMA PREFA,7.0,116000.0,10065930.84,-10245552.0,18148619.36,0.2870494021542459,2
1242234.0,STE SPBTP MULTISERVICES,1.0,40000.0,0.0,0.0,-80000.0,-0.037454160828917,3
1242326.0,STE EMPREINTE INVEST,2.0,143842.0,0.0,0.0,-575368.0,-0.0462726389491296,3
1242378.0,STE EXTRAV SOLUTION,1.0,50000.0,0.0,0.0,-100000.0,-0.037810198284716,3
1242491.0,STE S&J EVENT,1.0,135000.0,0.0,0.0,-270000.0,-0.0408365166590077,3
1242629.0,STE WORLD DEVELOPPEMENT GROUP,1.0,52200.0,0.0,0.0,-104400.0,-0.0378885265249918,3
1242694.0,STE BOLBNI BINAE,2.0,220000.0,0.0,0.0,-880000.0,-0.051695659060878,3
1242794.0,STE ACH COTRA,2.0,237330.0,0.0,0.0,-949320.0,-0.0529296848826774,3
1242897.0,ARTIBATEL,1.0,48024.0,197618.04,-246426.72,201570.72000000003,-0.032441674690102,2
1243001.0,STE SICMACO,1.0,58896.5,11129800.49,-9260783.04,25879842.880000003,0.4246796597679653,2
1243071.0,STE OHS BAT,2.0,97596.0,1072178.95,-1104548.95,1689233.9,-0.0059584840054476,2
1243310.0,STE D'EDIFICATION ET BATIMENT DU SU,2.0,250000.0,0.0,0.0,-1000000.0,-0.0538318837956722,3
1243375.0,STE WATRAV,3.0,63090.0,0.0,0.0,-378540.0,-0.042768731931629,3
1243772.0,STE DIWAB MAROC,1.0,44436.0,0.0,0.0,-88872.0,-0.0376120990443094,3
1243874.0,SOCIETE TOKET CONSTRUCTION GENERAL,1.0,148860.0,0.0,0.0,-297720.0,-0.0413299845727452,3
1243876.0,SOCIETE TASNIM GARDEN,2.0,10000.0,0.0,0.0,-40000.0,-0.0367420859173189,3
1244076.0,SOCIETE OUIMAJ,5.0,12642.4,0.0,0.0,-126424.0,-0.0382805949713177,3
1244288.0,TRANSMED,5.0,456000.0,27649970.26,-28510285.69,49019309.66,0.8366055038128287,2
1244320.0,STE JH MATERIAUX,1.0,39311.89,0.0,0.0,-78623.78,-0.037429661535546,3
1244517.0,STE NOHALI CONSTRUCTION,1.0,40278.0,221772.0,-222586.0,361360.0,-0.0295971262543441,2
1244614.0,STE SALTT,2.0,261648.0,0.0,0.0,-1046592.0,-0.0546613086527016,3
1245168.0,STE SOMADRI MAROC,4.0,126096.0,0.0,0.0,-1008768.0,-0.0539879706162944,3
1245227.0,STE MAZABETON,1.0,9616.8,0.0,0.0,-19233.6,-0.0363724051062137,3
1245251.0,STE RASTAJ,1.0,15176.0,0.0,0.0,-30352.0,-0.0365703334486415,3
1245295.0,STE HQTF TRAV,1.0,70000.0,0.0,0.0,-140000.0,-0.0385222731963141,3
1245296.0,STE LE MONDE PREFA (B),2.0,668712.0,2257908.0,-2832756.0,691272.0,-0.0237240747984657,2
1245335.0,STE GROUPE GM POUR LE DEVELOPPEMENT,1.0,200000.0,0.0,0.0,-400000.0,-0.0431507601217014,3
1245852.0,STE EL HILALI SAKANE,2.0,66360.0,66360.0,-367728.87,-735457.74,-0.0491225361355859,3
1245979.0,STE BELKOBATE,6.0,283736.0,0.0,0.0,-3404832.0,-0.0966423971408762,3
1246006.0,B.C SETTAT,3.0,112400.0,36991.62,-13000.0,-552433.52,-0.0458643622536659,3
1246050.0,STE ARABE DES TRAVAUX ET EQUIPEMENT,4.0,330192.0,0.0,0.0,-2641536.0,-0.0830542988477976,3
1246052.0,STE COS CONSTRUCTIONS,4.0,406332.0,4981878.0,-2969226.0,10738404.0,0.1551336909693829,2
1246109.0,STE IIB,4.0,43818.0,0.0,0.0,-350544.0,-0.0422703507010016,3
1246186.0,STE MOM TRAVAUX,2.0,23200.0,0.0,0.0,-92800.0,-0.0376820248006284,3
1246381.0,STE SG2K,1.0,30000.0,0.0,0.0,-60000.0,-0.037098123373118,3
1246382.0,STE ARICO BTP,1.0,13412.0,0.0,0.0,-26824.0,-0.0365075284414385,3
1246553.0,STE FULL HOUSE JOB ALAMI,1.0,76632.0,0.0,0.0,-153264.0,-0.038758397237,3
1246626.0,STE FIDELMAR,1.0,13258.0,134088.0,-105888.0,298060.0,-0.030723984801948,2
